,ID,RA,DEC
137,102842008454451958,200.84543479599998,-4.298701063999999
138,102881696202865630,169.620299118,-4.262318128
139,102930518999288141,51.89991747,-4.218570026
140,102930522015407515,52.20152381,-4.219094366
141,102930676556197185,67.655628588,-4.219345253999999
142,102971452578079231,145.257812418,-4.184293316000001
143,103012148806926342,214.88068174,-4.15339639
144,103021509707996633,150.970799532,-4.1448226980000005
145,103021509708015791,150.970806352,-4.145504788
146,103040305467849129,30.546789366,-4.126073066
147,103041544829249717,154.482930664,-4.125593108
148,103081403596350827,140.35964873,-4.099654261
149,103091420799051381,142.079902916,-4.090864852
150,103111687070698998,168.70709073,-4.067819724
151,103130554531372352,55.45313149,-4.056703476
152,103132001163834550,200.116380822,-4.05489849
153,103151468774787711,146.877464102,-4.035571858
154,103221773662771690,177.36627075400003,-3.9822761389999997
155,103223240840430179,324.08408430400004,-3.9835199610000003
156,103243445369368191,344.536959014,-3.9601804439999997
157,103263550654266214,355.06544365599996,-3.9451562260000004
158,103271393667300967,139.366733866,-3.941198206
159,103313586865198449,358.686505634,-3.90163241
160,103330223027855535,22.302794548,-3.8873985560000004
161,103331406026059025,140.602631754,-3.884496078
162,103341507052332879,150.705223746,-3.8812701
163,103383565526769712,356.552713324,-3.8422395639999998
164,103392152318887316,215.23188663599998,-3.8359100460000004
165,103403550553790489,355.05537845199996,-3.83326761
166,103423475038404742,347.503827626,-3.8130411260000003
167,103463526744954044,352.674485506,-3.7803013539999997
168,103482116013497314,211.60136812099998,-3.760905974
169,103490639885752622,63.98855690600001,-3.756462416
170,103491618435297788,161.8435481,-3.752184742
171,103511726255606740,172.625573894,-3.73637074
172,103521733501244275,173.350126624,-3.7301066560000002
173,103561757861704827,175.786171434,-3.696312468
174,103563559884760639,355.988478396,-3.6997989789999997
175,103581876218397729,187.62185373,-3.6772434339999998
176,103591439825272410,143.982524074,-3.6733449
177,103591686605597796,168.660581074,-3.6688553180000003
178,103633342504556747,334.25047043,-3.636391522
179,103651557660775233,155.766069056,-3.620994272
180,103671888590387857,188.859035029,-3.602144255
181,103681545902260485,154.590223391,-3.5999496339999997
182,103683341914455210,334.191440757,-3.596016109
183,103701696304690809,169.630459639,-3.58301968
184,103711598312965766,159.831290336,-3.57053613
185,103712217577072933,221.757699784,-3.572897932
186,103731353203351419,135.320324664,-3.557516882
187,103751748412314217,174.841215952,-3.538491048
188,103752069714213342,206.971425818,-3.53925035
189,103753269795483089,326.979543892,-3.53943358
190,103761648195010330,164.81952673,-3.5333987380000003
191,103783598402614634,359.84029892,-3.513119998
192,103801882613593203,188.261353408,-3.497676388
193,103812135561431547,213.556277822,-3.490727736
194,103820139189518203,13.91896131,-3.476836136
195,103842016151730714,201.61516198799998,-3.466386318
196,103851516265906169,151.626592414,-3.4535396019999998
197,103860752561865351,75.256179258,-3.445907538
198,103880650043604464,65.00435365199999,-3.429982992
199,103882095097676431,209.50977151599997,-3.4283807339999997
200,103901966978662393,196.69787332599998,-3.415038172
201,103902169098968398,216.909933438,-3.4099695039999998
202,103910120122057851,12.012186162999999,-3.402147585
203,103913471922608602,347.19226442,-3.401513932
204,103951667748096878,166.774806036,-3.369625222
205,103961603042705508,160.30429609,-3.362432422
206,103981574826553957,157.48263961,-3.347057224
207,103983566911311630,356.691146254,-3.3489944360000004
208,103991548869585510,154.886960728,-3.3374107160000004
209,104001594472929485,159.447277354,-3.3257668639999998
210,104031909956998531,190.995685166,-3.301563766
211,104071556660145954,155.666027598,-3.2704257119999998
212,104071886165406772,188.616545502,-3.26969645
213,104093347533629486,334.753352572,-3.25077655
214,104111777769879658,177.776987128,-3.23396177
215,104123438296337291,343.82964213400004,-3.227595402
216,104161508714259830,150.871422341,-3.1921450960000004
217,104193368585020391,336.858515844,-3.175010608
218,104211753223519399,175.32234715799999,-3.150853198
219,104281295523546864,129.55231017399998,-3.0946785919999997
220,104291737808444192,173.780822256,-3.08851563
221,104292261520495254,226.15205402200002,-3.08762452
222,104310093687130570,9.3687031,-3.0748620460000002
223,104311566588296191,156.658822556,-3.070175288
224,104321859444828698,185.944487388,-3.059767828
225,104343349528475156,334.952833042,-3.046050588
226,104350392030183528,39.203019346,-3.039059745
227,104351537772678495,153.777270222,-3.034933908
228,104360715122213977,71.512223392,-3.030366646
229,104382038027578491,203.802745124,-3.00992972
230,104441896712190768,189.671218886,-2.966346278
231,104500518486556151,51.84841943399999,-2.911978882
232,104520553003095846,55.300289336000006,-2.8954617519999997
233,104531535207522501,153.52075801799998,-2.889926874
234,104531907398555782,190.739854342,-2.887194022
235,104541807945529185,180.79456242900002,-2.8760191489999998
236,104543392189369525,339.218936822,-2.8757165319999998
237,104570751192232475,75.119218673,-2.8565694
238,104611760189329829,176.018942106,-2.817160038
239,104611969014786229,196.901479308,-2.820150576
240,104631535488332338,153.54884006700001,-2.806788145
241,104631777195554880,177.71957868,-2.8046062000000003
242,104640409349859589,40.934984255,-2.7923412969999997
243,104641428267921836,142.826790544,-2.7988080269999998
244,104651531746575882,153.174665732,-2.787116695
245,104653331423028387,333.142274041,-2.785020784
246,104671953631515978,195.363150656,-2.77035022
247,104680220307212451,22.030717422,-2.7649493460000003
248,104691868454368228,186.84543797,-2.7518332739999996
249,104760233097586004,23.309758711999997,-2.69534512
250,104791954692336301,195.46921607,-2.670086778
251,104810663133391969,66.313358432,-2.657047562
252,104830703164806110,70.31648695199999,-2.636932306
253,104871378479666183,137.847968084,-2.603532112
254,104903245592303307,324.559239424,-2.5809343719999998
255,104911596095907160,159.609694731833,-2.56938800666667
256,104952040823992442,204.08240129400002,-2.539958918
257,104960262439790752,26.243984891999997,-2.533063126
258,104961456981890408,145.698183722,-2.533328348
259,104962084839314573,208.483955192,-2.52987773
260,104970473039300558,47.303832854,-2.52484424
261,104973312338569467,331.233846618,-2.517468578
262,104992159108525049,215.91081473,-2.50441669
263,105011537253869307,153.725393916,-2.484249152
264,105090552501994730,55.250127504,-2.421437028
265,105113509721603666,350.972166334,-2.405625514
266,105192164577929709,216.45779603,-2.33394169
267,105220475962740546,47.596279173999996,-2.316557644
268,105221960710901054,196.071080218,-2.316131222
269,105230337160196574,33.716026914000004,-2.303205486
270,105261771672338038,177.167232126,-2.2769848319999997
271,105291521297775164,152.129785938,-2.25437885
272,105310689390770415,68.939067794,-2.24168436
273,105330518571849008,51.857193188000004,-2.217836008
274,105343421182836521,342.11827646,-2.211583178
275,105352257892634734,225.78927974400003,-2.20473244
276,105363387587608571,338.75874950599996,-2.19321062
277,105381795045577639,179.504563488,-2.177302156
278,105391689910445513,168.991041792,-2.170739404
279,105400310546761093,31.054571364,-2.1660935
280,105401937933167107,193.793333906,-2.16108687
281,105421499260810556,149.926088898,-2.149882898
282,105431530455969106,153.045679606,-2.134337242
283,105431788360920697,178.836117564,-2.141435466
284,105432194302251876,219.430227208,-2.140460494
285,105432262976050097,226.297627898,-2.141922928
286,105451498658647908,149.865871358,-2.11876618
287,105460013799406190,1.379951744,-2.111867466
288,105481393550679861,139.355069088,-2.092144132
289,105483524188497778,352.41880658599996,-2.093897946
290,105491603922189298,160.392199371,-2.084271041
291,105571831757031985,183.17568381,-2.023716206
292,105582024910093162,202.491031653,-2.014378512
293,105583316980899015,331.698161518,-2.009499456
294,105612026853401083,202.685353727,-1.9911205859999999
295,105622170649441433,217.06494403599999,-1.982506866
296,105623481923775751,348.19236320199997,-1.978906108
297,105631759005050394,175.900484382,-1.974992386
298,105632116332267787,211.63323134,-1.968855484
299,105652024430558913,202.44303973799998,-1.951255954
300,105671769634268357,176.963425714,-1.9350538419999999
301,105692019909720582,201.990975864,-1.9248691080000002
302,105700090364106529,9.036411486,-1.9115821080000002
303,105701807553133659,180.755315728,-1.9139733280000002
304,105720153724299244,15.372431158,-1.8926258219999998
305,105723536155358414,353.615531125,-1.8933231
306,105741624839373225,162.483942886,-1.881014142
307,105761994623244496,199.462319024,-1.86327608
308,105770301636598669,30.163651868000002,-1.851469922
309,105771534805317635,153.480536626,-1.85232035
310,105821383344972527,138.334542806,-1.8148878380000002
311,105842352765671182,235.27658822599997,-1.7993578019999998
312,105881916857273112,191.685741842,-1.764418016
313,105892066912503962,206.69126421599998,-1.7553932319999999
314,105903259069397672,325.906939774,-1.743945096
315,105951514313753277,151.431403816,-1.7059480759999999
316,106001289522167944,128.952222556,-1.660417754
317,106061911571151045,191.157173866,-1.6160509980000002
318,106092027101419905,202.710141911,-1.583766264
319,106101468147240630,146.814715808,-1.5832231019999998
320,106121938126236909,193.812620312,-1.561263192
321,106132137749872241,213.77498393,-1.55681836
322,106153395978813937,339.597910279,-1.538709484
323,106320082269286586,8.226953203999999,-1.3949198280000001
324,106321515857635658,151.585758814,-1.395635859
325,106322037045327754,203.704524416,-1.393923496
326,106362034494855462,203.449473602,-1.362443116
327,106373383473161432,338.347317058,-1.3574885680000002
328,106381389155173914,138.915519326,-1.3471001980000001
329,106381764841861362,176.484213178,-1.34921416
330,106411943285413498,194.328545092,-1.322419848
331,106421295152579011,129.515240654,-1.309517762
332,106480525098777170,52.509903936,-1.261036368
333,106481788765675908,178.876635978,-1.262073902
334,106481788777246751,178.87771549599998,-1.261388718
335,106490218918712926,21.891859654,-1.256249282
336,106521754940998874,175.494087282,-1.226271782
337,106551979696766999,197.969683538,-1.202845821
338,106631783622127614,178.362221592,-1.1356668159999999
339,106641666906659600,166.690643964,-1.125671838
340,106712141990145767,214.19903701200002,-1.070548308
341,106721483570986605,148.357107492,-1.0615002740000001
342,106761677191003754,167.71911374799998,-1.03053
343,106763535413746380,353.54133809800004,-1.028366598
344,106780300327321759,30.032730338,-1.0155602879999999
345,106800522120840124,52.212077046000005,-1.000241732
346,106842024228864851,202.42289417,-0.96298915
347,106850733046052299,73.304593368,-0.956774652
348,106900306273238768,30.627328544,-0.909726072
349,106911294487869671,129.448729188,-0.900622148
350,106912265831911013,226.5831797,-0.907848634
351,106921824974634078,182.497463966,-0.8969459679999999
352,106930466927248411,46.692689382,-0.885057126
353,106931640898773605,164.089893636,-0.88901187
354,106961406288979045,140.62889863,-0.8594794159999999
355,106980108935184466,10.893596546,-0.84668877
356,107021676851638704,167.685232675,-0.8097140429999999
357,107041550337533550,155.033762128,-0.797391821
358,107081672460705986,167.24611759799998,-0.762068768
359,107081779729802739,177.972965052,-0.7647451
360,107091358027946916,135.80278258799999,-0.752927088
361,107092274400825396,227.440074308,-0.7541763659999999
362,107100173509719854,17.350971678,-0.74213924
363,107101307800519358,130.780067286,-0.742566662
364,107171706638068992,170.663815648,-0.684540708
365,107202362854289639,236.28541062,-0.658953616
366,107203399185879181,339.918585684,-0.65936851
367,107211848358732749,184.83587244,-0.656405256
368,107250202329885779,20.232986314,-0.620536624
369,107301914187403792,191.418754522,-0.580460458
370,107331638250633938,163.825055494,-0.555409838
371,107343556288476818,355.62884795800005,-0.5446595879999999
372,107361954234861968,195.423485134,-0.5320363379999999
373,107363497837771002,349.78377927,-0.532840212
374,107382375452144777,237.54523674599997,-0.513062958
375,107400196318947233,19.631895462,-0.494331618
376,107421525939121736,152.593910378,-0.482224052
377,107452228016912159,222.801713365,-0.45690503299999996
378,107471557397172330,155.73971968799998,-0.44007430799999997
379,107481623536544569,162.35367677,-0.429878452
380,107481815832564458,181.58329029599997,-0.42996696700000003
381,107500720721185728,72.072164882,-0.412241422
382,107532286403230794,228.640327098,-0.391344898
383,107552152985553237,215.29856749400003,-0.3726792
384,107561844685035975,184.468514108,-0.36207468200000004
385,107562320035208651,232.00349113299998,-0.35980511600000004
386,107581918045591368,191.80456047599998,-0.349212566
387,107651703915518655,170.391589837,-0.284836366
388,107691680924633979,168.092447506,-0.255383236
389,107693549649579863,354.964958702,-0.250481954
390,107702012074911954,201.207487347,-0.248710488
391,107720144653744970,14.465375534000001,-0.229550196
392,107720449269871156,44.926974482,-0.232753304
393,107741697703225192,169.77031944799998,-0.21270388
394,107780088865465482,8.88653867,-0.17912196600000002
395,107791528390098094,152.839000524,-0.16861172600000002
396,107792365644271897,236.564413966,-0.173787976
397,107841936931920771,193.693191582,-0.133058232
398,107851462999026459,146.299919474,-0.11997744199999999
399,107911918756694315,191.875653756,-0.07177388
400,107920657660627512,65.7660704,-0.060733944000000005
401,107960397104073576,39.710408124000004,-0.03071811
402,107980671615647155,67.16157283300001,-0.011074617
403,107981824713001235,182.471271929,-0.015986053
404,107991349453403732,134.945339402,-0.005608923
405,108220259059552637,25.90595545,0.18515942600000002
406,108230171970238911,17.197021001,0.19874137
407,108270187842472989,18.7843539125,0.22717779649999997
408,108340188079847657,18.807988626,0.289355816
409,108430701353459513,70.13536367,0.36590015600000003
410,108460403886362189,40.3886377525,0.384809833
411,108590476420733357,47.642061956000006,0.49411691799999996
412,108640271946132265,27.194606901999997,0.534858872
413,108710262286474675,26.228646234,0.595194598
414,108713430801075252,343.080104544,0.595669274
415,108750140249324847,14.024926532,0.628680196
416,108750462605775144,46.26058748,0.628918514
417,108853517631759305,351.763165576,0.715788584
418,108900452732217665,45.27320902,0.7560341859999999
419,108930248766349624,24.8766248761667,0.7827513875
420,108940377135176957,37.713516839,0.788762008
421,108960300170725123,30.017064882,0.803913456
422,109000056419899861,5.641988896,0.84119472
423,109240656359366551,65.63593974,1.03846661
424,109263461081707471,346.108176712,1.0558406059999998
425,109280313396273622,31.339621294,1.06930157
426,109283360979013880,336.09796153400004,1.0694785359999999
427,109440233399746976,23.339946900999998,1.2054453109999999
428,109450712189690044,71.21896951,1.20800495
429,109570402035006050,40.203499148,1.313018128
430,109630165115942690,16.511597234,1.3601927059999999
431,109710121322276613,12.132223417999999,1.430151714
432,110200043693057006,4.369308846,1.838815576
433,110270199209536052,19.920942672,1.89634833
434,110303474607290017,347.460732474,1.916323336
435,110483503526938326,350.352718826,2.073251612
436,110823414581937649,341.458203886,2.356007834
437,110960227807266965,22.780735558000003,2.472089556
438,111020508457251609,50.845722326,2.517639986
439,111060038400124120,3.840058864,2.553082784
440,111073563876722992,356.387723279,2.560441113
441,111113340308086176,334.03096538200003,2.59648338
442,111153448891052267,344.889103966,2.626512646
443,111160458484540322,45.84846307,2.633233616
444,111333559707378321,355.97074197,2.7815758639999997
445,111343374984499257,337.4984545,2.7906565619999997
446,111363342804797518,334.280472762,2.805905248
447,111363342810647772,334.281052529,2.806103021
448,111383504673287858,350.467334596,2.8228490639999997
449,111400477474171512,47.747510168000005,2.8341475860000003
450,111470307060165340,30.706022525999998,2.8957247560000003
451,111663508203296527,350.82033582599996,3.05504928
452,111710321260741297,32.126082058,3.092379268
453,111720458417893396,45.84178076600001,3.102432762
454,111720484588300901,48.458812951999995,3.1003825139999996
455,111723287430440660,328.74305335,3.1001796280000002
456,111733413037859033,341.303773584,3.115464952
457,111783372731605754,337.273070964,3.15439475
458,111820486864495219,48.686429587,3.187320091
459,111823399980989774,339.99812090349997,3.1911201264999995
460,111953565407241458,356.54073106199996,3.292501086
461,112090326162934428,32.616281368,3.4116388019999997
462,112100162566776450,16.256682712,3.421668284
463,112103228191787390,322.81917313599996,3.422462892
464,112110499324379196,49.93243779,3.43229395
465,112130220066759138,22.006676995,3.448891507
466,112130316839910316,31.683985738,3.441567348
467,112150027649236689,2.7649175639999997,3.463537464
468,112183518314046628,351.83141018199996,3.488489108
469,112273574560619429,357.45605302,3.5658231
470,112300501913992713,50.191402517,3.5852258210000003
471,112333441021475324,344.10215733800004,3.612401192
472,112340477902236918,47.790199234,3.6220300739999995
473,112373283533349938,328.353336252,3.6495862580000002
474,112390492067842195,49.206777225,3.659812241
475,112473587224506889,358.72244445800004,3.730373114
476,112543339656851541,333.96566461,3.784254166
477,112553218165735158,321.816585478,3.795581468
478,112633319463114931,331.946310688,3.8620705139999996
479,112643341694734199,334.169453404,3.86979566
480,112643516930124822,351.69301667199994,3.87031774
481,112663473548801086,347.35486752199995,3.88386487
482,112703400932642085,340.09328003400003,3.918032628
483,112763564032283417,356.403185683,3.969130083
484,112783575805490891,357.58054227,3.98370438466667
485,112840497888696733,49.788892468,4.03856444
486,112903457261480796,345.72615548,4.083619082
487,112920383863796327,38.386399348000005,4.104898544
488,113003553701156695,355.37011395,4.171870226
489,113053460535015930,346.05349245400004,4.212892234
490,113213462627532106,346.262745909,4.343028327
491,113260315344760405,31.534456186,4.3833213395
492,113423518265452649,351.826547946,4.518496038
493,113473448603336840,344.860316942,4.563644232
494,113500405260137306,40.526000182,4.58904034
495,113503447369325668,344.73693321,4.58767286
496,113540060453054834,6.045302754,4.620328788
497,113593278994790817,327.89948162,4.6586251260000004
498,113640059048927942,5.9048842960000005,4.7062439860000005
499,113753596616844253,359.661688327,4.794829554
500,113793230560149001,323.056002736,4.8321371619999995
501,113830237730180235,23.7730039,4.858137692
502,114000007102026227,0.710156986,5.004809064
503,114003575615340282,357.56152543300004,4.99985186
504,114020401475704703,40.147582092,5.020232826
505,114160059498422997,5.949840086,5.135455926000001
506,114170201145823559,20.114574174,5.1442573860000005
507,114220408954298505,40.89541503,5.190069348
508,114280145584656775,14.5585483,5.238635191
509,114303228389186984,322.838929402,5.255434183999999
510,114323425981800597,342.598172288,5.266777463
511,114323442207438747,344.220752764,5.273576787
512,114340103119054197,10.311921142000001,5.286431314
513,114353308351489388,330.835146728,5.299113262
514,114383204040572381,320.404050864,5.318287906
515,114433295233464317,329.5233369,5.3615287480000005
516,114440234258814409,23.425877668000002,5.369975287999999
517,114510444256149088,44.425612482,5.432190526
518,114570246867949995,24.686779102,5.482957863999999
519,114580439689089085,43.968812338,5.490471938
520,114613592148030410,359.214784756,5.508323132
521,114623411565753893,341.156564868,5.519522734
522,114643279036341405,327.90365689,5.534114814
523,114650060281544918,6.028180677999999,5.54539216
524,114650319801610927,31.980148382,5.54204931
525,114720145985930335,14.59853249,5.599878662999999
526,114730418435020940,41.84342284533329,5.60875083133333
527,114760270863461002,27.086351497,5.633786516
528,114900330039091948,33.00389821,5.751241946
529,114960014251586282,1.4251448999999998,5.804857763999999
530,114970111855320312,11.185516638,5.80821203
531,115000152613599371,15.261347724,5.840775406000001
532,115010266067999586,26.606791244,5.849283486
533,115023185664644047,318.566457568,5.852990724
534,115043545023929138,354.50238503199995,5.873899276
535,115053568746352858,356.87462929599997,5.876995013999999
536,115073236171636761,323.617165842,5.896917496
537,115073236174254958,323.61743246,5.89542277
538,115103467341372497,346.734142758,5.9183425860000005
539,115253339506616773,333.95065588,6.046937786
540,115333578479230673,357.84791919599996,6.1085192720000006
541,115343588878409540,358.88783152800005,6.124242118
542,115440026433860234,2.643394718,6.199802292
543,115490068201913443,6.820161568,6.243916386
544,115513478376635656,347.837636446,6.26268569
545,115560006163679711,0.616359358,6.307720702
546,115590374955547316,37.495534224000004,6.330715316
547,115620447329624167,44.732950163999995,6.353079196
548,115680283843282855,28.384333811999998,6.401999967
549,115703467521402210,346.752125524,6.4181131339999995
550,115733191477306890,319.147736861,6.447024302999999
551,115760382261437043,38.226153844,6.472168562
552,115973463386509739,346.338646452,6.649397614
553,115990062495368268,6.24952443,6.66484047
554,116033579331045770,357.93309991800004,6.696100706
555,116060102464404796,10.24641751,6.720289984
556,116090276044709161,27.604717022,6.748918528
557,116170044987613180,4.498728599999999,6.810608871
558,116203543690818789,354.36908159,6.84029039
559,116223527235059894,352.72349796099996,6.857872813999999
560,116233527227500061,352.722719115,6.858000426
561,116290041257905078,4.125782106,6.912171956
562,116300262515114730,26.251506368,6.920233897999999
563,116310048613251584,4.861327339,6.925942555
564,116313205907067161,320.59070453,6.9305842879999995
565,116320275224505459,27.522444474,6.9374844
566,116323309065073233,330.906512096,6.935656242
567,116340122587518203,12.258725402,6.956468616
568,116360041779366975,4.177940036,6.972083512
569,116360076049384061,7.60493335,6.969642564
570,116370053714032643,5.371364744,6.976814414
571,116490103809335939,10.380928424,7.079558042
572,116553579975047837,357.99750376,7.131139492999999
573,116623494291822374,349.429179865,7.184921275
574,116633252676977727,325.267706159,7.19772143
575,116640247512485008,24.751249345,7.203794998999999
576,116660313986046374,31.39859526,7.221579928
577,116740096747757596,9.674801762000001,7.289290594
578,116820263099749377,26.309948856,7.357405578
579,116870441312964309,44.131289902,7.394891307999999
580,116890043197298020,4.319722746,7.414643976
581,116920393342958276,39.334301536,7.43984635
582,116973470901344076,347.09012775,7.478161072000001
583,116980147968157835,14.79681316,7.4892619620000005
584,117050119287884412,11.928771478,7.544962207999999
585,117053476162665619,347.61626245599996,7.545962562000001
586,117060080501062464,8.050099302000001,7.551688663999999
587,117073296748077487,329.674796254,7.5641984970000005
588,117093577709737044,357.770874362,7.58052654
589,117173418181173501,341.818096572,7.6441806439999995
590,117183274859194542,327.485925016,7.65338818
591,117220073880329301,7.388008374,7.690686607999999
592,117250078607764838,7.860775618,7.712011024
593,117300233406656554,23.340665018000003,7.7550916260000005
594,117310255555453761,25.555588264,7.760862437999999
595,117310263200772663,26.320084206999997,7.760173697999999
596,117350301761663066,30.17618327,7.793830838
597,117370008174528675,0.8174368040000001,7.815160476
598,117393488540828452,348.854069714,7.831665697999999
599,117440305769875860,30.576999128,7.8711499620000005
600,117490118167182547,11.816716128,7.910078307999999
601,117530261250149137,26.12504344,7.94889494
602,117573586060224907,358.606026831,7.97873214
603,117600141619919087,14.1619884195,8.007170427
604,117610162292677074,16.22926966,8.013832919
605,117643476422647097,347.64227770599996,8.038842896
606,117663394211073371,339.42112135599996,8.052414453999999
607,117710143705326719,14.37052976,8.096892324
608,117740002752372570,0.275234262,8.118441626000001
